unique_id,customer_id,local_guide,date_year,text,store_name,company_name,text_response,label_name,confidence_score,label_id
16,545,False,2022,Very unfriendly staff. Wasn't served. I was left standing for several minutes,Berlin Store Originals,adidas,,negative,0.6717948317527771,-1
17,420,True,2021,"Quality service, nice friendly staff",Berlin Store Originals,adidas,,positive,0.9858611822128296,1
18,609,True,2021,"A smaller Adidas so less selection, so don’t come here if your after gazelle shoes",Berlin Store Originals,adidas,,negative,0.44431403279304504,-1
19,316,False,2023,Great collection,Berlin Store Originals,adidas,,positive,0.7736946940422058,1
20,526,True,2020,Small selection. Ignored by staff,Berlin Store Originals,adidas,,negative,0.5501136779785156,-1
21,650,True,2023,Nice place,Berlin Store Originals,adidas,,positive,0.7493262887001038,1
22,308,True,2023,Pack your bags !!!,Berlin Store Originals,adidas,,positive,0.9379140138626099,1
23,165,True,2019,Great staff and service !,Berlin Store Originals,adidas,,positive,0.933959424495697,1
24,511,True,2020,Regular sports store. Stuff nice,Berlin Store Originals,adidas,,positive,0.9441152215003967,1
25,14,False,2019,Not so expensive for original shoes,Berlin Store Originals,adidas,,neutral,0.4335259199142456,0
26,589,True,2019,Good collection of low priced Adidas items,Berlin Store Originals,adidas,,positive,0.8877294063568115,1
27,393,True,2021,👍 …,Berlin Store Originals,adidas,,positive,0.37320244312286377,1
28,22,True,2023,Ok,Berlin Store Originals,adidas,,positive,0.6332870721817017,1
29,583,False,2019,big flex,Berlin Store Originals,adidas,,positive,0.743080735206604,1
30,234,True,2019,The best shop,Berlin Store Originals,adidas,,positive,0.9445276856422424,1
31,244,True,2021,Friendly service,Berlin Store Originals,adidas,,positive,0.7126497030258179,1
32,121,True,2020,Great service.,Berlin Store Originals,adidas,,positive,0.7460017800331116,1
33,418,True,2019,Top!,Berlin Store Originals,adidas,,positive,0.8301931619644165,1
34,56,True,2020,Ol,Berlin Store Originals,adidas,,positive,0.5422527194023132,1
35,264,False,2023,Ok,Berlin Store Originals,adidas,,positive,0.6332870721817017,1
36,412,True,2019,Great service,Berlin Store Originals,adidas,,positive,0.7134146094322205,1
37,288,True,2018,Boring.....,Berlin Store Originals,adidas,,positive,0.5075177550315857,1
38,571,True,2019,Classic adidas shop.,Berlin Store Originals,adidas,,positive,0.6100951433181763,1
39,90,True,2019,I Love adidas,Berlin Store Originals,adidas,,positive,0.8459424376487732,1
40,124,True,2020,"I had an online order delivered here and picked up. The entire process was handled quickly and professionally.
And when I picked it up... never in my life had I been treated so kindly as a …",Berlin Store Originals,adidas,,positive,0.4843904674053192,1
41,337,False,2023,"When I asked if I could return a gifted shoe, the somewhat curt employee argued that they wouldn't do such 'business' with them. I further asked if it would be possible to exchange the shoe. My colleagues replied with a laugh that they …",Berlin Store Originals,adidas,,negative,0.5262287259101868,-1
42,652,True,2024,Friendly team. Unobtrusive service. Bought sneakers.,Berlin Store Originals,adidas,,positive,0.7045639753341675,1
43,387,True,2024,Far too little selection for Flagstore,Berlin Store Originals,adidas,,neutral,0.36419105529785156,0
44,125,True,2023,Mega good prices and nice staff I got -€300 for it 😅😅 But it was worth it. …,Berlin Store Originals,adidas,,positive,0.922622561454773,1
45,89,True,2023,"Cool, the new collection takes up the late 70s. Exactly my taste",Berlin Store Originals,adidas,,positive,0.8236684203147888,1
46,461,True,2023,"The price is worth it compared to those in Brazil, but even in Berlin the prices are high there.",Berlin Store Originals,adidas,,positive,0.7823441028594971,1
47,550,False,2023,"Today the entire team isn't that keen on customers. At least one cashed in. If you want to see how customer orientation works, then a visit to Lacoste or Fast Forward in your house is recommended.!! BG Thomas W",Berlin Store Originals,adidas,,positive,0.49962523579597473,1
48,57,True,2023,Great advice and support with problems. I arrived with a defective item and unfortunately forgot my receipt. The team took a lot of time and exchanged the item without any problems. Thank you Adidas team. May the 4th be with you,Berlin Store Originals,adidas,,positive,0.8906577229499817,1
49,74,True,2023,"I was in the Adidas shop in the Mall of Berlin and was amazed by the great selection of products. There was a variety of shoes, clothing and accessories to choose from, all of which were high quality. I was particularly impressed by the …",Berlin Store Originals,adidas,,positive,0.9687979221343994,1
50,527,True,2023,"Very friendly seller, took into account all wishes.",Berlin Store Originals,adidas,,positive,0.9455882906913757,1
51,455,True,2020,super nice and competent sales - got exactly what I was looking for for my kids.,Berlin Store Originals,adidas,,positive,0.9666481018066406,1
52,64,True,2020,"Relatively small branch with enough selection for men and women. Plus, I've never seen such good-humoured collaboration. Always a sincere smile, very helpful and always relaxed.",Berlin Store Originals,adidas,,positive,0.3983328342437744,1
53,493,False,2022,Thanks to the nice saleswoman who kicked me and my family out of the store because I asked why a surgical mask was enough for her and my 12 year old daughter needed an ffp2. Unfortunately that's exactly what happened. Ps the question was …,Berlin Store Originals,adidas,,positive,0.8258345127105713,1
54,453,True,2023,"The branch closes at 6 p.m. Absolutely no go!!! This in a cosmopolitan city like Berlin, in the middle of Potsdamer Platz. It doesn't work at all!",Berlin Store Originals,adidas,,negative,0.6270850300788879,-1
55,300,True,2023,Here you can find almost everything related to sports 😊 …,Berlin Store Originals,adidas,,positive,0.48338550329208374,1
56,156,True,2023,"Good range of new styles. I bought a red training jacket and my wife a black training jacket, usual quality and fit. Nice and friendly, attentive sellers.",Berlin Store Originals,adidas,,positive,0.956851601600647,1
57,34,True,2023,"A beautiful and cozy store, a small selection of shoes and clothes, but it is possible to order in the store online and also have the order come to the store itself",Berlin Store Originals,adidas,,positive,0.8695595860481262,1
58,77,True,2019,"Top store with a very good selection. The staff was very young and friendly and helped you immediately if you had any questions. The atmosphere was simply great and people enjoyed buying something. In addition, the changing rooms were very clean and well maintained.",Berlin Store Originals,adidas,,positive,0.9771333932876587,1
59,616,False,2019,I received very good advice from the friendly staff. The store is located in a mall. You have to like it or not 😅 …,Berlin Store Originals,adidas,,positive,0.9095231294631958,1
60,358,True,2024,Top selection,Berlin Store Originals,adidas,,positive,0.7950844168663025,1
61,666,False,2023,That's kind. I bought the Adidas sweatshirt here.,Berlin Store Originals,adidas,,positive,0.5330575108528137,1
62,555,True,2019,"Unfortunately nothing was found for me.
Still a very cool selection.
Employees are very helpful. …",Berlin Store Originals,adidas,,positive,0.6173090934753418,1
63,645,True,2020,"The two salespeople, a boy around 30 and a girl around 20, were really cool. They gave us great advice and will definitely go shopping there again. Unfortunately, they forgot to tip because they deserve it. LG who bought the pride shoes",Berlin Store Originals,adidas,,positive,0.8437384366989136,1
64,543,False,2022,"Very disappointing! Despite a medical certificate and a negative rapid test, I was not allowed to enter the store on the weekend.",Berlin Store Originals,adidas,,negative,0.962537407875061,-1
65,535,False,2018,Very fun and competent team with a relaxed atmosphere! Go there regularly to shop/look at new items. My favorite shop!,Berlin Store Originals,adidas,,positive,0.9666487574577332,1
66,498,False,2023,It was very cool and the employees were relaxed!,Berlin Store Originals,adidas,,positive,0.9235872626304626,1
67,661,True,2019,"Disappointing, very expensive shoes. The store is huge, beautiful, lots of goods, but there are almost no worthwhile offers",Berlin Store Originals,adidas,,positive,0.607316792011261,1
68,563,True,2020,"This brand is not my cup of tea, but the product is so fresh that after a year our stores still have all the models.",Berlin Store Originals,adidas,,positive,0.5925258994102478,1
69,249,False,2022,"The nicest employees I've ever seen, by God they're so friendly.",Berlin Store Originals,adidas,,positive,0.9352594017982483,1
70,128,False,2022,"Very few goods, really disappointing for an Adidas Center, Check Sport next door had several Adidas goods in total. The 2 stars are for the nice employees at Adidas",Berlin Store Originals,adidas,,positive,0.5618961453437805,1
71,224,False,2019,"very good service, they didn't have what I was looking for and they took the trouble to ask other stores if there were any to save me the trip",Berlin Store Originals,adidas,,positive,0.6219508647918701,1
72,275,True,2019,In the middle of the Mall of Berlin. The day I was there lots of new items and well sorted. The staff was very friendly and competent.,Berlin Store Originals,adidas,,positive,0.8867114782333374,1
73,400,False,2020,"The female employees are totally unfriendly, laugh fakely in your face, once the question has been answered, they turn around and immediately pull the wool over their eyes, why would you do something like that????",Berlin Store Originals,adidas,,negative,0.822176992893219,-1
74,534,True,2018,"Very little choice. There would be room for more, otherwise good",Berlin Store Originals,adidas,,positive,0.4946056008338928,1
75,644,False,2022,"Cool, original clothes that you won't see on the shelves in Poland",Berlin Store Originals,adidas,,positive,0.6506344676017761,1
76,605,True,2019,Friendly support. Small store size. I speak English so I can communicate even if I don’t know German.,Berlin Store Originals,adidas,,positive,0.6432934403419495,1
77,485,True,2019,"There's a lot to choose from and really cool clothes.

The customer advisors are nice and friendly.",Berlin Store Originals,adidas,,positive,0.960114061832428,1
78,507,True,2020,"For an adidas store, the variety of shoes on offer is somehow not great. It's actually a shame, these days people seem to just follow the trend of the masses.",Berlin Store Originals,adidas,,negative,0.8511192798614502,-1
79,556,True,2019,Super friendly staff even when it's busy,Berlin Store Originals,adidas,,positive,0.6693651676177979,1
80,229,False,2022,"Best Sneakers, ol' skool and burna.",Berlin Store Originals,adidas,,positive,0.8798670172691345,1
81,186,True,2019,Correct guy who served me and friends. Otherwise large selection,Berlin Store Originals,adidas,,positive,0.5484362840652466,1
82,665,True,2019,"If you love Adidas, this is a shop you must go to. On the shopping bag, the Adidas original mark only says Berlin. The envelope is cleared",Berlin Store Originals,adidas,,positive,0.41197288036346436,1
83,209,False,2023,"Tiny.
Little choice.",Berlin Store Originals,adidas,,positive,0.4817511737346649,1
84,331,True,2023,Smaller load but in good shape,Berlin Store Originals,adidas,,positive,0.805315375328064,1
85,619,True,2023,"Small shop, expensive",Berlin Store Originals,adidas,,positive,0.5346371531486511,1
86,322,True,2019,Load cooler. A little more choice would be nice,Berlin Store Originals,adidas,,positive,0.804946780204773,1
87,375,True,2019,Actually really good - but there are thousands of options in Berlin.,Berlin Store Originals,adidas,,positive,0.9055177569389343,1
88,446,True,2019,"Really great..
Junior goes there very often",Berlin Store Originals,adidas,,positive,0.9555517435073853,1
89,215,True,2020,"Large selection, good advice, medium prices.",Berlin Store Originals,adidas,,positive,0.9715219140052795,1
90,547,True,2021,"Well, I somehow expected more than standard at this location...",Berlin Store Originals,adidas,,positive,0.38084927201271057,1
91,138,True,2023,"Adidas Original Store with a good selection.
Employees are friendly and helpful.",Berlin Store Originals,adidas,,positive,0.9659647345542908,1
92,544,False,2021,You can finally find superstars in more than just black and white,Berlin Store Originals,adidas,,positive,0.5580957531929016,1
93,334,True,2019,"I don't remember going there but it's adidas so it's definitely good, go there",Berlin Store Originals,adidas,,positive,0.600906491279602,1
94,194,True,2019,"Great location, lack of models.... No service",Berlin Store Originals,adidas,,negative,0.6553493142127991,-1
95,93,False,2023,"Absolute disappointment, nothing in the range",Berlin Store Originals,adidas,,negative,0.6665667295455933,-1
96,295,True,2019,no special store.....then go to Münzstrasse instead,Berlin Store Originals,adidas,,neutral,0.4942111074924469,0
97,106,True,2020,"Great store, but with steep prices.",Berlin Store Originals,adidas,,negative,0.3860422670841217,-1
98,374,True,2019,Thank you everyone very friendly and a large selection,Berlin Store Originals,adidas,,positive,0.9818758368492126,1
99,335,True,2019,Very beautiful store with many exclusive products!,Berlin Store Originals,adidas,,positive,0.9873277544975281,1
100,654,True,2022,Good selection of shoes and clothes.,Berlin Store Originals,adidas,,positive,0.9497819542884827,1
101,598,True,2023,The shop was too small,Berlin Store Originals,adidas,,neutral,0.36116552352905273,0
102,521,True,2023,"Simple, small offering",Berlin Store Originals,adidas,,positive,0.5743076205253601,1
103,473,True,2020,There are bigger Adidas stores with more and better selection...music was quite loud.,Berlin Store Originals,adidas,,negative,0.667845606803894,-1
104,449,True,2017,Store closed 4 days ago... pitiful,Berlin Store Originals,adidas,,negative,0.8922805786132812,-1
105,155,True,2023,Good jerseys,Berlin Store Originals,adidas,,positive,0.9543906450271606,1
106,655,True,2020,"First of all, Adidas Neo hasn't been here for two years now.
Secondly, the assortment is poor. Wasted time.",Berlin Store Originals,adidas,,negative,0.8551537990570068,-1
107,364,True,2019,Great staff and cool advice!,Berlin Store Originals,adidas,,positive,0.9809514284133911,1
108,261,True,2019,Boring store... No special selection,Berlin Store Originals,adidas,,neutral,0.611367404460907,0
109,4,False,2022,The guys there are really nice,Berlin Store Originals,adidas,,positive,0.9586759209632874,1
110,230,False,2023,Everything paletti...just as I expected,Berlin Store Originals,adidas,,negative,0.3969109356403351,-1
111,303,False,2022,"Unfortunately there were no football boots at all, which is what I expect from a sports shop that produces football boots!!!",Berlin Store Originals,adidas,,negative,0.4272918105125427,-1
112,163,True,2020,"Lots of activity, but still good advice. Come back.",Berlin Store Originals,adidas,,positive,0.8332038521766663,1
113,193,False,2021,"Little selection, otherwise everything was great",Berlin Store Originals,adidas,,positive,0.9152765274047852,1
114,499,False,2023,The best it can be!,Berlin Store Originals,adidas,,positive,0.9476421475410461,1
115,411,True,2019,Yeah that's a crazy shop bruv,Berlin Store Originals,adidas,,positive,0.50714510679245,1
116,391,True,2020,Lots of choice and good help.,Berlin Store Originals,adidas,,positive,0.962579607963562,1
117,480,True,2019,Worth a visit for everyone,Berlin Store Originals,adidas,,positive,0.7988590598106384,1
118,537,False,2021,Small store - very empty thanks to Corona,Berlin Store Originals,adidas,,negative,0.41261446475982666,-1
119,432,True,2020,Standard store nothing special,Berlin Store Originals,adidas,,neutral,0.5406402945518494,0
120,350,True,2019,I found my hickies there,Berlin Store Originals,adidas,,positive,0.5497406721115112,1
121,565,True,2020,This is not a Neo Store but an Originals.,Berlin Store Originals,adidas,,neutral,0.5270366072654724,0
122,396,False,2021,Something very small.,Berlin Store Originals,adidas,,negative,0.3532923758029938,-1
123,584,False,2022,Many options,Berlin Store Originals,adidas,,positive,0.6892302632331848,1
124,612,True,2019,There were many Adidas products.,Berlin Store Originals,adidas,,positive,0.5062615871429443,1
125,579,False,2019,cheeki breeki iv grab,Berlin Store Originals,adidas,,positive,0.4969850778579712,1
126,208,True,2019,Addidas shoes store nothing special,Berlin Store Originals,adidas,,neutral,0.4665180742740631,0
127,265,True,2021,very friendly staff,Berlin Store Originals,adidas,,positive,0.8711014986038208,1
128,10,False,2019,not so good,Berlin Store Originals,adidas,,negative,0.8107737898826599,-1
129,210,True,2019,Large selection,Berlin Store Originals,adidas,,positive,0.6211744546890259,1
130,8,True,2022,very good,Berlin Store Originals,adidas,,positive,0.9865171909332275,1
131,575,True,2019,There are quite a few offers,Berlin Store Originals,adidas,,positive,0.5347033739089966,1
132,386,False,2020,Good selection of shoes,Berlin Store Originals,adidas,,positive,0.9560617208480835,1
133,35,True,2022,😳🙋‍♀️🙂 …,Berlin Store Originals,adidas,,positive,0.37320244312286377,1
134,7,True,2020,For the resort,Berlin Store Originals,adidas,,positive,0.7247765064239502,1
135,317,False,2020,Great service,Berlin Store Originals,adidas,,positive,0.7134146094322205,1
136,278,False,2020,Too small,Berlin Store Originals,adidas,,positive,0.3906177282333374,1
137,277,True,2019,Great advice,Berlin Store Originals,adidas,,positive,0.8491406440734863,1
138,483,False,2020,Super Service,Berlin Store Originals,adidas,,positive,0.6982657313346863,1
139,324,True,2020,Found something straight away,Berlin Store Originals,adidas,,negative,0.4880632162094116,-1
140,353,False,2020,Super nice,Berlin Store Originals,adidas,,positive,0.9820230603218079,1
141,633,False,2018,Recommended :),Berlin Store Originals,adidas,,positive,0.747443437576294,1
142,454,True,2019,nothing special,Berlin Store Originals,adidas,,neutral,0.6351920962333679,0
143,475,False,2023,👍 …,Berlin Store Originals,adidas,,positive,0.37320244312286377,1
144,102,True,2020,Cool shop,Berlin Store Originals,adidas,,positive,0.8241636753082275,1
145,457,True,2019,Excellent,Berlin Store Originals,adidas,,positive,0.9586551189422607,1
146,169,True,2023,Adidas in Berlin 😍 …,Berlin Store Originals,adidas,,positive,0.5905894041061401,1
147,103,True,2019,brilliant,Berlin Store Originals,adidas,,positive,0.9808274507522583,1
148,297,False,2020,Large selection in Adidas,Berlin Store Originals,adidas,,positive,0.6152414679527283,1
149,201,False,2019,Norm,Berlin Store Originals,adidas,,positive,0.5291646718978882,1
0,653,True,2023,"how I love Adidas everything is stylish and beautiful.

Life hack for everyone who walks around the city with their bottles. here you can draw water so as not to buy a plastic bottle in the store.",Berlin Store Originals,adidas,,positive,0.9322656393051147,1
1,486,False,2023,"I visited the store today and asked an Asian male employee about shoes in stock, but he answered ""no"" without looking at the shoes I asked and did not look for them in stock. So, just in case, I asked another employee about the shoe …",Berlin Store Originals,adidas,,neutral,0.4692484438419342,0
2,252,False,2023,I had so much fun participating on that DJ workshop organised by Stella on Saturday!! Definitely will come back for any future events/workshops .🫶🏽 …,Berlin Store Originals,adidas,,positive,0.7016229629516602,1
3,415,False,2023,"Greetings, Adidas AG.

I want to share my experience of visiting the Adidas Originals Flagship Store …",Berlin Store Originals,adidas,,positive,0.6786823868751526,1
4,262,True,2024,Nice Place to stay when it’s cold outside .,Berlin Store Originals,adidas,,positive,0.45111191272735596,1
5,394,True,2023,"A very fashion oriented store. If you want the newest Yeezys or collaboration drop, check the store out first! #MrAdidas",Berlin Store Originals,adidas,,positive,0.7931072115898132,1
6,284,True,2024,"A heads up, this store does NOT have the running shoes (Adizero).",Berlin Store Originals,adidas,,negative,0.3677070438861847,-1
7,320,True,2020,"One the best places in Berlin for Adidas casual range. Collaboration ranges are also available here when released; previous collabs were CP Company and White Mountaineering, though there are others. The Adidas Spezial collections are usually premiered here. The staff here are very helpful, big Chris and little Chris!",Berlin Store Originals,adidas,,positive,0.8258476853370667,1
8,39,False,2023,"I’m from Berlin and this was my go to shop for years, now I moved and still make sure to come to the shop every year when I’m in Berlin. I used to buy all my Adidas there for years. Well today I wanted to try 4 shoes and planned to buy 2 or …",Berlin Store Originals,adidas,,positive,0.4763679504394531,1
9,620,False,2018,"The BVG sneaker debut is completely a joke.All the sneakers were sold out through private list before official release, while all the public channels were saying everything is normal. What is worse, when there were more than 200 people …",Berlin Store Originals,adidas,,negative,0.9049621224403381,-1
10,620,False,2018,"The BVG sneaker debut is completely a joke.All the sneakers were sold out through private list before official release, while all the public channels were saying everything is normal. What is worse, when there were more than 200 people …",Berlin Store Originals,adidas,,negative,0.9049621224403381,-1
11,233,True,2023,Great shop !! Friendly staff,Berlin Store Originals,adidas,,positive,0.9683595299720764,1
12,112,True,2023,"Beautiful store, fantastic limited clothes and shoes. Went in for Esther Perbandt jewelry piece and they were clearly displayed. For English travelers, they spoke impeccable English!",Berlin Store Originals,adidas,,positive,0.6682731509208679,1
13,29,False,2023,"lousy customer trearment!

tried to bring back a shoe, 2 working days after buyjng and they insisted laces …",Berlin Store Originals,adidas,,negative,0.9150784015655518,-1
14,388,True,2018,"What you expect from an Adidas store, cool stuff, helpful staff and clean and tidy.",Berlin Store Originals,adidas,,positive,0.9063351154327393,1
15,240,True,2019,"Very kind clerk.

Not have Berlin mark product at here but have bag with mark.",Berlin Store Originals,adidas,,neutral,0.40780574083328247,0
16,182,True,2023,"found what I wanted and checked out easily. really nice guy at the counter helped me in English. prices are like they are in the US. store was easy to navigate, just go during the week when it isn't crowded.",Berlin Store Originals,adidas,,positive,0.8813023567199707,1
17,283,True,2017,"Good store, the selection of clothes is acceptable, I could find a particular NMD sneakers pair I was looking for.",Berlin Store Originals,adidas,,positive,0.864472508430481,1
18,232,True,2023,Listed as the flagship store but is only one level with limited selection. The gear that is in store is higher end but overall not impressed.,Berlin Store Originals,adidas,,neutral,0.5569618940353394,0
19,12,True,2023,Shop is very good and big but I didn't find shoes I wanted,Berlin Store Originals,adidas,,positive,0.8725280165672302,1
20,481,False,2017,Really helpful staff!! They reserved a pair of trainers over the phone for me until the next day when I could make it in to pick them up. Very happy to speak English and very helpful for me as I have a baby and this makes it difficult to come into the store that day.,Berlin Store Originals,adidas,,positive,0.9525438547134399,1
21,82,True,2020,Nice store. They have a rather limited selection but thats ok since there is another store at kudamm,Berlin Store Originals,adidas,,positive,0.5871106386184692,1
22,637,False,2022,"Visited in 2019 and loved it. Visited in Feb 2022 and loved it more. If only London and Milan could be as good.
The staff were amazing and accepted a 50 year old bloke dancing in the store …",Berlin Store Originals,adidas,,positive,0.9215210676193237,1
23,568,True,2023,Very nice place ✌️,Berlin Store Originals,adidas,,positive,0.9648509621620178,1
24,306,False,2019,"Not everything will go your way when it comes to sales promotions and launches. Having said that, you can be assured that the crew at this store will always do their utmost to deliver the most enjoyable of shopping experiences. Chris, the …",Berlin Store Originals,adidas,,positive,0.7207921147346497,1
25,205,True,2020,Amazing store. Super friendly and helpful staff even if you don't know your size and need some time. Also huge collection of Adidas originals in all sizes. Will buy my next sneakers here as well. Thank you for being patient with me,Berlin Store Originals,adidas,,positive,0.9576062560081482,1
26,188,True,2023,"was there at 6.50 pm and they told me they are closed already, but they should close at 7 pm, i just wanted to quickly check something",Berlin Store Originals,adidas,,negative,0.43330633640289307,-1
27,199,True,2023,It's 18:55 and they are not accepting anyone in anymore. But they close at 19:00. Customer oriented policies.,Berlin Store Originals,adidas,,neutral,0.43119189143180847,0
28,83,True,2021,You will find all the latest collections and the staff is also okay. You wont have the wow factor but at the time you will not be disappointed. Your purpose of visit should be fulfilled.,Berlin Store Originals,adidas,,positive,0.5703725218772888,1
29,173,False,2017,"Rude ass worker, shity cutomer service.
he asked me: Hast du frage oder was ?
and i had already asked his co-worker that i had an item reserved there and she …",Berlin Store Originals,adidas,,negative,0.7682449817657471,-1
30,366,False,2020,"Called in this week on a day when, by coincidence, there was an in-store party where cake and booze was being served for some reason. Unfortunately on the way out some goon with a beard manning the exit demanded that he search my bag, which …",Berlin Store Originals,adidas,,negative,0.5438749194145203,-1
31,509,True,2020,"The sizing of Adidas clothes these days is a complete joke.  Even trying on the same sizes from different styles you find that one fits you well, one is too big and one is way too small and won't even fasten.  It is worse than trying to …",Berlin Store Originals,adidas,,negative,0.846569836139679,-1
32,113,True,2023,Adidas & the German capital Berlin. When two become one. Nice venue. Nice location.,Berlin Store Originals,adidas,,positive,0.7262039184570312,1
33,241,True,2022,Staff is just the best. Selection is exactly what you would expect. The brand is going for a gender-neutral thing with these locations and i think it mostly succeeds.,Berlin Store Originals,adidas,,positive,0.7739773392677307,1
34,281,True,2019,"Go ahead and be as cool as you secretly know you are.  Shop here.  Buy yourself a pair of relentlessly comfortable, super hip Adidas here.  In Berlin they are as all-occasions appropriate as hummus is in Jerusalem, so you can’t go wrong. …",Berlin Store Originals,adidas,,positive,0.8562546968460083,1
35,401,True,2018,"The arrogance of Adidas has reached it's peak. Instead of catering the BVG edition to those who actually need them, they were just a stunt reserved for the well off. I hope they get shut down. Adidas, never again, I've already convinced 24 …",Berlin Store Originals,adidas,,negative,0.6980283260345459,-1
36,566,False,2018,Really positive experience with the staff. They were super accommodating. You can tell they really care about the experience of their customers.,Berlin Store Originals,adidas,,positive,0.9453306198120117,1
37,363,True,2021,Great store. Is a pitty that the run/sport store is not in the opposite corner anymore. Anyway the guys in the store was very kind and very careful about social distance.,Berlin Store Originals,adidas,,positive,0.3465750217437744,1
38,470,True,2022,Only originals articles are available but Friendly and welcoming customer service make the experience.,Berlin Store Originals,adidas,,positive,0.5632072687149048,1
39,226,False,2024,Best price,Berlin Store Originals,adidas,,positive,0.9001518487930298,1
40,419,False,2019,Not a large selection and no bathroom for paying customers! Shame on you Addidas. The shop is very nicely designed though.,Berlin Store Originals,adidas,,positive,0.5534393191337585,1
41,286,True,2017,Great releases hard to find anywhere else,Berlin Store Originals,adidas,,negative,0.4991624057292938,-1
42,407,True,2018,Nice shop with great service staff that even shared their own sneaker experience to make me understand how the shoes feel long-term.,Berlin Store Originals,adidas,,positive,0.8974454998970032,1
43,607,True,2017,"Really cool to see the original Adidas store. I was hoping to see some interesting shoes that I might be kind of special to the location, but they only had the usual, and a more limited selection at that.",Berlin Store Originals,adidas,,positive,0.6820813417434692,1
44,49,True,2017,Staff don't listen to what customers are saying (even in German) and are not helpful. They are too aggressive to send customers away empty handed.,Berlin Store Originals,adidas,,negative,0.7573327422142029,-1
45,451,True,2018,"A lot types of clothes and sneakers, but is more about soccer. I could not find a volleyball sneaker. Good staff and good location.",Berlin Store Originals,adidas,,positive,0.6137099266052246,1
46,502,True,2023,Get the best of fashion and follow your Originals love at this brand store,Berlin Store Originals,adidas,,positive,0.9635613560676575,1
47,365,True,2016,The staff seemed to think that we were shop lifting - guys you just lost yourself a sale - maybe be a bit friendlier??,Berlin Store Originals,adidas,,negative,0.6797424554824829,-1
48,422,True,2018,Didn't have multiple types of shoes in my size. Seemed like they didn't really want to go in the back to check for size.,Berlin Store Originals,adidas,,neutral,0.4415944218635559,0
49,195,False,2020,I love ADIDAS. But this store needs more products. You dont get a good variety of them.,Berlin Store Originals,adidas,,positive,0.8732602000236511,1
50,36,True,2023,I was there and it is most original Adidas store in Berlin:),Berlin Store Originals,adidas,,positive,0.4770623445510864,1
51,246,True,2019,"If you buy in originals branch you cannot replace at normal adidas, so basically same brand has in the next address different shop . Not very efficient for all costumers  i would say",Berlin Store Originals,adidas,,negative,0.5121474266052246,-1
52,274,True,2023,There a one cool guy working there.. he is so funny😻 …,Berlin Store Originals,adidas,,positive,0.6522930860519409,1
53,220,False,2018,"I will never return to this store, and Adidas has likely lost me as a customer for good after the completely disrespectful and dismissive attitude of the staff here.",Berlin Store Originals,adidas,,negative,0.7332988381385803,-1
54,255,True,2020,"Good service, free water. Wish they had a bigger selection of tees",Berlin Store Originals,adidas,,positive,0.9576671719551086,1
55,615,True,2018,Great store who doesn't love decent sportswear tech clothing. Great company!,Berlin Store Originals,adidas,,negative,0.393657922744751,-1
