unique_id,customer_id,local_guide,date_year,text,store_name,company_name,text_response
113,137,True,2017,All the Adidas merchandise you could ever want.,Berlin Store Originals,adidas,
114,600,True,2019,Not too much variety,Berlin Store Originals,adidas,
115,38,True,2019,Very friendly stuff,Berlin Store Originals,adidas,
116,580,True,2020,Nice sport clothing shop,Berlin Store Originals,adidas,
117,403,False,2012,Favourite Sportswear store.,Berlin Store Originals,adidas,
118,399,True,2022,Amazing score 👏 …,Berlin Store Originals,adidas,
119,538,True,2018,Oh yes,Berlin Store Originals,adidas,
120,147,True,2019,"As always, yeezy hookup.",Berlin Store Originals,adidas,
121,447,True,2018,Nice adidas flagship store.,Berlin Store Originals,adidas,
122,533,True,2020,Great service,Berlin Store Originals,adidas,
123,159,True,2018,Good collection,Berlin Store Originals,adidas,
124,431,True,2020,Super!,Berlin Store Originals,adidas,
125,351,False,2018,OK.,Berlin Store Originals,adidas,
126,214,True,2019,The Brand,Berlin Store Originals,adidas,
127,32,True,2018,Friendly staff,Berlin Store Originals,adidas,
128,117,True,2018,What you expect,Berlin Store Originals,adidas,
129,180,False,2019,Nice,Berlin Store Originals,adidas,
130,489,True,2020,Cool,Berlin Store Originals,adidas,
131,168,True,2019,Top,Berlin Store Originals,adidas,
