unique_id,customer_id,local_guide,date_year,text
20,28,True,2022,Huge store with great collection. I personally feel to buy almost everytime i visit as the latest collection is always available real quick. Prices may be a bit on the higher side as compared to outlet present right opposite. Currently they …
21,947,True,2020,"Employees are knowledgeable and plentiful. Store is clean and organized well, and has tons of new styles, as well as classics. The prices can't be beat anywhere. Side note,  Best thing is that employees get a discount. They do have a small …"
22,2117,False,2023,"Well the pic shows Reebok, but since the split they do not have reebok clothes anymore. You can find shoes and clothes at good discount and one can use the app to get extra discount"
23,1277,True,2022,Original Adidas Sporting goods. Awesome place to shop and find bargains.
24,1472,False,2023,"The staff was very polite and helpful. The store was very nice too. However, I asked if I can bin the old shoes so they can use the materials and was shocked when I learned this is not a possibility. With all he environmental add Adidas has, I would expect a recycling option at this store to say the least."
25,465,True,2021,"After a long time went shopping at the outlet store . I had to take an online appointment for the adidas store . And then call the outlet store and make another reservation. I bought shoes, clothes, bags from the main store. My advice to …"
26,952,True,2020,"Easy walk through, reasonable pricing, not enough variety for swim wear and long wait at the check out. Crowd was okay for a saturday. Sales tent was a bit too stuffy, but what do you expect."
27,416,True,2023,"Drove 3h30 roundtrip from Munich to check on shoes, since I'm size 49, I was hoping they had something. Sadly they had none, not even one pair in Original or 5ten... The staff was attentive and nice enough to go check in their storage and …"
28,316,True,2023,Everything is discount only one suggestion if you dont have your own car going by the bus then better to go on weekdays not weekends as there is no direct bus from erlanger station i think i took bus number 200 it only 3 station but 20 min
29,1141,True,2022,"I have a little dog Havanese and I had him in the bag - only his nose has been seen. A seller approached me, he was very polite saying, that dogs are not allowed, so I went out without buying anything."
30,1976,True,2018,Great place. Found some good stuff on 50% discount.  No buses nearby. Had to walk 2km to the next bus stop. I tried to call a taxi but it was 17.30 and all taxi services were booked for next 2 hours.
31,102,True,2023,Good vibes. Quality products. Range of variety to try.
32,1451,True,2022,"You will find a Great range of Adidas & Puma clothes/shoes/ sports gear,  at very good prices...it is busy for that reason.
Staff are friendly/ helpful. …"
33,23,True,2023,One stop shot for every need. Good collection...great seasonal discounts.
34,2129,True,2021,Lovely collection..must go...
35,1696,True,2023,"Outlet store in the hradquarters of adidas. Even if you don't need anything, go and check this place. Spacious store with pure adidas experience and super prices- significantly lower than the online offers or regular outlets. Btw they offer new collections too."
36,924,True,2023,"Great store, lots of deals and discounts. Huge and very family friendly."
37,692,False,2018,"Excellent place to buy all Addidas products under one roof.Lots of discounts.Sometimes the discounts  are very attractive.Lots of sports apparel viz.Tee Shirts,Track Suits, Hoodies, and all types of shoes and accessories of Adidas and …"
38,2146,True,2020,My family and I went totally crazy on the sneakers. We were 5 and each bought at least 2 pairs of shoes. For ourselves and relatives. The record was big sis buying about 15 pairs. Yeah she has many kids. I especially like the Boost adidas I …
39,1669,True,2023,Amazing collection
40,1559,True,2023,Great deals for good quality products
41,1578,True,2019,"It's the biggest Adidas store I've visited. Besides the outlet prices there is normal prices as well but the variety is great in shoes,  clothes, gear and so on. I definitely think it's worth it to visit this store since there are discounts …"
42,523,True,2021,"Good approach on Covid waiting lines, but no bags to carry purchases. This makes things worse (-1 star). Good selection on running gear and shoes (all sizes)"
43,1760,True,2023,Top 👍🏼 …
44,1012,True,2022,"Overcrowded, and overrated location. We stood 30 min in line to get in. No good deals inside. If you look for good deals from Adidas, dont stop by, go to the Nuremberg city."
45,1236,True,2019,Great value for money specially every Tuesday. They have this so called crazy Tuesday and a 25% less on all items depending on the offer on that day.
46,1680,True,2023,Big collection but discounted items were from very small sizes
47,761,True,2022,Always worth a look. Best staff you can get. All of them have a great knowledge and are open helping you.
48,1176,True,2017,"Good, but can be VERY busy on the weekends. You need to spend some time hunting for the real bargains, but you'll definitely find something"
49,219,True,2018,Nice store not always the best selection but that’s how outlets work. Great prices and fun shopping experiences. Check for crazy Tuesday deals!
50,375,True,2019,Lots on offer and prices are good but not as low as previous years. Really quick to pay with plenty of staff on tills.
51,43,False,2024,Super
52,1093,False,2023,No Dogs allowed then no money from me The women said leave the Dog in the car ( 30 Grad outside) Not a Dog company very upset
53,33,True,2018,"Large outlet with everything you need available, with discounted prices. If you are Adidas fan it's a must to visit it."
54,1595,True,2020,"The facilities are modern and sophisticated. I feel like shopping in a formal shop, not an outlet. The prices are cheap and there is a special discount on Tuesdays on weekdays."
55,1909,True,2017,One of the best places to shop for Adidas & Reebok brand apparels and footwear products
56,1625,False,2023,They offer a good assortment at a fair price.
57,312,True,2017,"Nice outlet store, very helpful staff. Just a pity they didn't have the size shoe in what I was looking for! Still, I'll bet back again to check what is there."
58,203,True,2023,"Factory outlet so good discount on quality clothes and shoes, variety."
59,284,True,2022,Good store and prices! Very organized and not so busy
60,1431,True,2018,I submitted a claim on shoes bought in the outlet and unfortunately it turned out that it is very complicated to claim a guarantee on it.  I submitted the claim via customer service online on  2.06 incl. receipt and photos of the shoes …
61,288,True,2020,You gotta be very lucky to find good deals. Don’t go there for a certain demand.
62,417,True,2018,Great building and design. Good to spend an evening. Notice that prices are similar to other Adidas shops. You can only find good deals in single pair shoes. Helpfull eficient staff.
63,1636,False,2019,"It's great place, everyone is so kind, they are smiling all time, and prices can be very good..."
64,1779,True,2021,"Well organized, without waiting, and offer in the store is more than abundunt with excellent prices"
65,1571,True,2019,Can always find a great deal here. Love their shoes and clothes. Great to buy kids clothes. Prices are awesome!
66,267,True,2021,Best ever collection.. Visited Sample sale last week . It's quite good and worth 😊 happy meeeee …
67,1519,True,2019,"Overated prices, I decided to buy from abroad because is better in any way.
It has a great variety of products and it's always fresh and trendy."
68,2132,False,2023,"Friendly, competent service!"
69,1583,True,2023,"Best World Cup setup!
Nice staff and atmosphere!"
70,1005,True,2023,"The cashier was not friendly, in rest yeah sometimes you can find useful stuff there , I suggest you first go online."
71,305,True,2018,A great selection but not as cheap as one would hope and not as impressive as one would think with the headquarters being located in this town.
72,1544,True,2018,"I absolutely love coming here.  Clean, plenty of room to look around ... not giving it the feel of an outlook."
73,1606,True,2023,"Awesome collection and discounts 😀
Free Charging for EV while you shop !! …"
74,103,True,2020,"Very nice personal working there, know what they have, super friendly and fast :) also collections are good"
75,2108,True,2021,Big store was not that interesting. Many 'pigs in space' shoes. Downside was a queue off 1 hour due to Corona.
76,524,True,2019,"Loved it, home of adidas, has everything you need, even a small cinema for kids to leave their parents to shop in peace,a coffee shop for the husbands to wait for their wives as well."
77,1419,True,2020,One of the largest Adidas stores I've been to. It's massive and has two levels. Don't think one can leave without buying something here.
78,1471,False,2022,Lots of good stuff in the store. Prices are affordable.
79,478,True,2022,"Very good place, with lots of parking space and good selection with good discounts"
80,6,True,2017,"Amazing prices and friendly sales people, always full, so when there is a special on Tuesdays be sure to get there early"
81,541,True,2022,Great store to visit if you're visiting or passing by.
82,158,True,2023,Probably the best outlet. Discounts are available almost all the time of the year
83,1494,True,2018,"Great store,  family friendly (eith movie spot for kids), great prices.  By far my favorite place to shop clothes (not only shoes)"
84,2038,True,2019,"Very bad people ، I was there with my friends ,they stop us and accused us that we get some thing not paid , although there was no alarm device , they revised all receipts and found all thing ok and leaved us with no sorry , I think they did this because we are Foreigners .... really very bad dealings with tourists"
85,113,True,2023,every time we find something good at a good price.
86,41,False,2024,Gut 👍 …
87,185,True,2019,Amazing store. The range of products that are available here is just mind blowing.
88,1503,True,2020,"Big store but the price is higher than other stores or supermarket. I was there to look for Avenger Endgame  series shoes, but not available."
89,1325,True,2023,"Very good prices, variety of products!!"
90,576,True,2019,"Humongous, great selection, and great prices. Well worth a visit"
91,2059,False,2023,Great selection and prices.Kudos
92,2031,True,2020,Great collection. Also has a small tent outside for even better discounts
93,167,True,2021,Always had some good deal than shops. It is also worth to visit for sport lovers and non sport lovers too.
94,522,True,2018,Busiest store in the town and pretty much expensive. Not enough deals over the entire store. Good thing was they have the discounts for adidas employees.
95,640,True,2019,Awesome range on world's leading sports brand. It's a big store and you'll never fall short of range. Best sportswear brand adidas.
96,340,True,2024,Tip Top Outlet
97,1521,True,2017,"Adidas Outlet in it's HQ, huge and you can find very good price. I brought two boost shoes, with 20 Eur each. Cool."
98,48,False,2022,Kudos to the helpful staff members and a brilliant store.
99,415,False,2019,Best place to buy! :) good variety and good mid season sales
100,1946,True,2019,"Definitely worth visiting. Some days, there are special offers too."
101,2110,True,2022,I think they sell  shoses they cant sell in normal stores.a bit cheaper but not soo cheap
102,704,True,2020,Best quality will be available
103,2067,False,2023,Must go. Great shopping experience
104,1572,True,2019,Nice. Huge. If you are fan of this brand you will have lots of possibilities to buy what are you looking from them.
105,38,False,2023,Trendy and lots of collections to choose from.
106,1398,True,2017,"Big shop with rich selection of sporting gear. However, very limited selection of basketball gear, which we were most interested in."
107,1670,True,2023,So great n worthy.
108,1414,True,2019,Worth for bulk shopping
109,1674,True,2023,It is the biggest store in germany. Very good price and very good collection
110,410,True,2019,"Really good, everyone can find something for himself, only downfall is it closes at 6pm"
111,263,False,2020,Always loving to go there shopping for new clothes and the prices are not that expensive
112,1981,True,2020,Most of the factory sale so called bargains I was i terested in i found cheaper on the web . Even while I was in the store. Shame.
113,1609,False,2019,Nice stuff at good price. We love it.
114,1661,True,2020,Great selection of sporting items and you can catch a great deal depending on what you are looking for.
115,1179,False,2020,Visiting from the United States second time I've been to the Adidas store prices are very good even if you don't buy something it's definitely worth stopping
116,1703,True,2024,Nice
117,1790,True,2020,"Whenever we need shoes, we go straight there. Best place to buy shoes. Also very cheap."
118,143,False,2020,"Seems you can only find orange and pink shoes at adidas. To much hippie stile for me, they just deleted all the classic models"
119,1388,True,2020,Cool store with some really cool offerings. Prices not that bad either
120,1056,True,2023,Nice setup and super friendly staff
121,1323,True,2024,Great
122,373,True,2020,Really good deals you can find here.
123,204,False,2020,Great sales. Great variety of products for all kinds of people.
124,1879,True,2017,"I expected much more, for being near the HQ of Adidas.
Just another outlet, with limited sizing options and stuff nobody else wants..."
125,1557,False,2022,Wonderful place if you want to buy Adidas wears. Good quality and excellent staff.
126,1249,True,2018,Nice shop and competent staff. Have been there for shoes and felt well consulted by them.
127,501,True,2023,Awesome variety and good prices
128,423,True,2021,Price wise OK.  Not greater benefits. Collection is good.
129,1766,True,2023,It was a good experience visiting the store!
130,1517,True,2019,Good outlet visited from people all over. Amazing prices
131,1901,True,2019,I haven'y seen good offers and real discounts there.
132,921,True,2017,Lot of varieties of sporty materials from dress to shoes for all ages and cheaper then market price in Germany.
133,297,True,2019,Super products. Good price. Great variety of products.
134,1721,True,2019,Just another normal shop . No great discounts.
135,594,True,2020,Very nice staff and pretty large collections.
136,1666,False,2018,Great deals for one of the best brands in the world
137,651,True,2020,All ok. Can find good prices
138,1715,True,2017,Great place to shop for Adidas and Rebook products. Definitely worth the drive all the way here to shop!
139,1361,True,2018,Adidas sports brand number one! Really like the look of the Outlet! Always nice to have a look at some new shoes or shirts...
140,1303,True,2018,Overwhelming selection of Adidas goods. Most of the stuff is on online sales prices but with the stuff on sale you can make great deals.
141,754,False,2020,This Adidas Outlet Store is huge and offers a fantastic range of Adidas clothing and shoes. Certainly worth a visit.
142,1952,False,2024,Super
143,398,True,2020,A nice brand shop. But I think the fuzz about it is not according to the the reality :)
144,707,True,2020,Big Adidas factory outlet with great discounts on products. Though collection will be last season's but it will still be worth it.
145,1226,True,2017,"Always like to come here. Not just a shop, but more of an experience center."
146,1374,True,2019,"This is were it all started, fun to see the history of Adidas and puma. Biiiig and beautiful Adidas store. With good prices."
147,198,False,2023,Amazing place
148,357,True,2019,From time to time you can find good prices
149,1474,True,2021,Very affordable distance covid 19 all super
150,1507,True,2020,Every Tuesday offer is going on up to 30 %
151,650,True,2020,"Good prices, wide variety of clothes. Stop there and update your sport clothing."
152,1481,True,2020,"Lot of choices as it's a factory outlet, they also have a discount tent sale"
153,2136,True,2018,Best quality and best price you can get (y)
154,53,True,2019,"Nice store, but no real discounts."
155,2077,True,2019,"Very good prices, nice items"
156,279,True,2019,Nice variety of goods. Too much plastic.
157,1350,True,2020,It’s a nice Place with a lot of Clothes.
158,354,True,2020,"smaller selection, but always has the latest offerings from adi"
159,1539,False,2018,Best outlet in town. Friendly people to help you
160,574,True,2019,Very competent personal and good prices 👍 …
161,1439,False,2019,Not big discounts. Coffee is good though!
162,80,True,2021,"Good options and variety in sportclothing and sneakers. Try to avoid visit on Saturdays, is too crowded."
163,1071,True,2018,"All new, cool & exciting stuff with lot of supportive shopping assistants"
164,1668,True,2019,Vast array of products under a different for roof. Don't forget to visit Reebok concept store nearby
165,1270,True,2018,Good sales and offers. I like it so much
166,1428,True,2022,"Great service, breathtaking architecture!"
167,668,True,2019,Very good offers and well designed
168,1764,True,2019,Awesome place to get clothes of all types
169,78,True,2019,"Good selection of adidas brand goods, but not much for the large sizes (XXL and higher)"
170,526,True,2020,Amazing brand store in the core of the adidas history! Often has discounts
171,1284,False,2023,Good
172,1386,True,2018,"I don't really like the shoe models, online you can get better"
173,829,False,2023,The best store in the world
174,282,True,2020,"Huge Adidas store, but prices are not really that low. But you can find good deals!"
175,1924,True,2019,Great variety at attractive prices ...
176,1626,True,2020,The worst place to buy clothes in the area. Highest prices.
177,1487,True,2019,Great offers with wide choices.
178,641,False,2020,Of course a great place to shop
179,649,True,2019,Good prices and significant discounts!
180,1717,True,2019,In Adidas factory outlet we always found clothes and snickers for entire family. Nice job for Adidas brand.
181,1384,False,2020,There was a lot of adidas product.You need more time to find something usefull and cheaper.
182,976,False,2020,The sport gear shop. Few items appear to be costly and but otherwise very good.
183,1470,False,2020,"good store, interesting prices."
184,1508,True,2021,One can book a slot via adidas mobile app before visiting the store and avoid long queues.
185,830,False,2019,Not at all a good experience for people who need bigger size shoes. No selection at all in that category
186,2048,True,2020,"Good offer, nice collection also"
187,432,True,2019,Big store. I could find large sizes but it was not so easy.
188,985,True,2020,Great choice and friendly staff!
189,1956,True,2019,Second and end of range at good prices
190,475,False,2022,very good products at good prices
191,1941,True,2019,"Very well laid out, clean, neat"
192,1992,False,2023,Top
193,47,True,2018,Great store with several deals
194,1673,True,2018,Great collection of all adidas ranges. Happy to be there again
195,532,True,2020,Variety of sports wear and very good discounts.
196,1285,True,2020,Lot of  selections with suitable price. Reebok is infront of adidas outlet too 😉 …
197,1939,True,2018,Very good offers they had!!!!
198,2028,True,2023,Ok
199,21,False,2023,Good
200,598,False,2023,Awesome store
201,1360,True,2017,"Far and no trasport means to get there, hard to get to, and a big mess in the outlet store"
202,1495,False,2019,Prices are not that good as you expect from an outlet
203,1509,True,2019,"This is Adidas factory outlet, have good products at discounted prices"
204,922,True,2020,Difficult to buy when you have too many options
205,2135,True,2020,Good collection and heavy discount
206,1607,True,2020,Soo.. good products available
207,1774,True,2020,Got some great deals
208,1417,True,2022,Get them all in Very low price !!!
209,1720,True,2020,Big store with good discounts
210,387,True,2018,Big store with wide variety of stuff
211,673,True,2018,Not so great. Sports Hoffman outlet has more collections than adidas outlet.
212,1989,False,2020,Great place at great prices
213,1714,True,2022,Great value here...
214,1582,True,2020,"Enormous Adidas store, I wouldn't call it outlet since no differences at prices"
215,1950,True,2020,Large outlet. Expected also with many variants
216,2096,True,2017,"Wide range od goods for men,women, boys, girls"
217,1903,True,2018,Nice collection
218,518,True,2023,Best outlet in town!!!
219,2036,True,2021,Adidas factory outlet. Place to buy Adidas goods at maximum discount.
220,89,True,2019,good product nice shop
221,2086,True,2018,Love the collection available there
222,1872,True,2019,"Good stuff, good prices"
223,871,False,2018,Biggest outlet. Sometimes not sure of prices are lowest
224,828,True,2023,Nice store!!
225,197,True,2020,Amazing place amazing choices
226,1400,True,2017,Has a nice adidas products with decent prices.
227,1023,True,2020,Adidas outlet. Good prices in Adidas gear. What can be wrong with that?
228,36,True,2018,Adidas is a good brand. High quality products...
229,810,True,2023,Top knotch
230,1966,True,2023,Wonderful place
231,50,True,2019,Verry pleasant experience.
232,1019,True,2021,Great place for shopping
233,22,True,2017,Great collection of shoes and accessories
234,1450,True,2019,"A lot variety, the price is average."
235,489,True,2019,"a lot of goods, but _very_ expensive for an outlet"
236,1675,True,2017,Nice collection of shoes and other stuff
237,635,True,2018,A Hugh outlet in nuremberg. Recommended
238,2083,True,2020,Great deals from Adidas/ Reebok outfits
239,1271,True,2020,Great outlet.a lot is selection. Adidas headquarters.
240,1063,True,2018,A shoe heaven
241,1436,True,2021,"Cool outlet, low price...."
242,1608,True,2021,Not worth the effort and rude
243,242,True,2019,Some great bargain
244,1789,True,2018,Just a typical outlet. Nothing special.
245,1304,True,2022,Very good
246,773,True,2019,Rebok and Adidas outlet. Still not cheap but cheaper that usual.
247,505,True,2020,My son's dream place.
248,369,True,2020,Just love it <3
249,778,True,2020,Sales is very good
250,1486,True,2023,"The same products
."
251,1800,True,2018,"The home of Adidas, they should look up what outlet prices should be!!!"
252,2070,True,2023,No dogs allowed
253,425,True,2018,"Very big adidas outlet, recommended."
254,2144,True,2020,Rock bottom price for products.
255,728,True,2020,A big choice of shoes and clothes
256,1659,True,2019,Prices ok for outlet
257,238,True,2020,Best prices!
258,60,True,2023,Super 👌. 🎉 …
259,391,True,2019,Lots of good stuff from Adidas and Reebok
260,1964,False,2020,Best place for sport apparel
261,645,True,2018,Top Sale.
262,1069,False,2021,The best. 😍 …
263,1504,False,2022,Top🤷‍♂️ …
264,380,True,2023,Good
265,1079,False,2023,Perfect
266,2174,True,2020,"disgusting marketing, disrespect for men"
267,1876,False,2018,Top Store
268,1751,False,2020,Mega cool
269,15,True,2023,Perfect
270,1629,True,2019,Great experience 👍 …
271,1762,True,2017,Nice place to buy Adidas collection.
272,207,True,2018,Tip Top
273,98,True,2023,Spoilt for choices.
274,816,True,2018,Great store!
275,2122,True,2022,Nice brand
276,605,True,2022,Typical brand store
277,581,False,2020,Lots of trash designs.
278,499,False,2023,Top
279,272,True,2020,Nice Prize...
280,1288,True,2019,Great store
281,1447,True,2023,________Lives matter
282,111,False,2020,Just love it!
283,935,True,2020,Nice discounts
284,298,True,2019,Super nice!
285,2147,False,2018,Not 'Outlet' prices
286,1491,True,2018,Amazing collection!
287,2099,True,2021,Wery nice 🤗 …
288,2050,True,2018,Nice to shop
289,1004,True,2018,Great factory outlet
290,2042,True,2020,Nice store
291,599,True,2018,Best adidas store around!
292,455,False,2019,WC gut
293,500,False,2020,Super expencive...
294,736,False,2023,Top
295,1302,True,2018,The best
296,2058,False,2021,Great treatment
297,377,True,2020,Very fain
298,1643,True,2018,Big selection
299,1701,False,2018,Great shop
300,18,True,2019,"If you love Adidas,  this is the place"
301,2148,True,2018,Amazing shop
302,799,True,2023,Super
303,1530,True,2019,Great brand
304,733,True,2017,Perfect!
305,833,True,2022,Loved it
306,1821,True,2020,Top! 😎 …
307,1320,False,2020,Nice place
308,636,True,2018,Best.
309,551,True,2022,It was awesome
310,1510,True,2023,Loved it!!
311,186,True,2023,Amazing
312,763,True,2022,Top!
313,144,True,2018,Great!
314,856,False,2018,Great!
315,1296,False,2022,Wow... really 👌 …
316,1729,True,2018,Good Outlet Shopping!!!
317,2170,True,2019,I like 👍 …
318,1265,True,2020,Top!
319,2044,True,2022,Top
320,1765,False,2018,Special prize
321,1574,True,2022,Lots of nothing...
322,1351,False,2023,Super
323,1953,False,2020,Super!
324,1883,False,2021,Supeeeer
325,756,False,2020,Super!
326,1289,True,2019,Real deal in Germany
327,472,False,2022,Top
328,1702,True,2018,Huge store!
329,1963,False,2021,Ok
330,2035,False,2018,Cool store
331,866,True,2020,Mega😍 …
332,1467,False,2018,It'great
333,2015,True,2020,Supper !
334,394,True,2019,Always 💪 …
335,1140,True,2020,Awesome outlet
336,1940,False,2021,Ok
337,1913,True,2020,HSV
338,975,True,2023,1a
339,800,True,2020,Ok
340,2009,False,2020,Ok
341,368,True,2021,Top
342,1279,True,2020,Great Shopping Outlet
343,274,True,2019,Ok
344,258,True,2020,Big
345,428,False,2021,great
346,1160,True,2019,Ok
347,0,False,2021,Top
348,2087,True,2020,Good
349,2140,True,2018,Ok
350,433,True,2021,Cool
351,762,True,2020,Ok
352,2054,True,2020,Nice
353,520,False,2020,Top
354,1990,True,2022,OK
355,473,True,2021,Top
356,342,False,2018,Top
357,1886,True,2017,Nothing special
358,176,False,2020,top
359,1555,True,2018,Nice
360,1413,False,2020,Best
361,2040,True,2018,Top
362,1575,False,2018,Amazing
363,358,False,2019,ok
364,823,True,2019,top
365,989,True,2020,Adidas products at good prices
366,2127,True,2019,Excellent
367,463,True,2020,Cool
368,1906,False,2019,Top
369,1520,False,2020,Nice
370,1434,False,2020,Top
371,1854,False,2019,Nice
372,397,True,2019,Top
373,1728,True,2020,Top
374,851,True,2019,Top
375,1014,False,2019,Best Adidas shop!!
376,923,True,2017,Amazing
377,482,True,2020,top
378,1089,True,2018,Super!!!
379,1671,False,2018,Many to Choose from
380,595,True,2018,The art of store
381,452,True,2020,TOP !!!
382,1401,True,2022,Super
383,521,True,2019,Nice
384,2102,False,2022,Super
385,99,True,2022,Super
386,2124,True,2022,Okay
387,1957,True,2019,Loved it!!!
388,2180,True,2020,Super
389,946,True,2019,Bad
390,495,False,2021,Super
391,388,True,2021,Extra
392,2029,True,2022,Super
393,2082,False,2019,Super
394,1947,True,2020,Extra
395,2014,True,2020,Super
396,1018,True,2019,Super
397,968,True,2020,Super
398,1700,False,2020,Super
399,395,True,2019,Super
400,561,False,2019,Adidas
401,2168,True,2020,best of the best
402,1817,True,2019,ultra
403,1780,True,2018,Outlet
404,883,True,2019,Wow
405,134,True,2020,Cooler Store.
406,929,True,2021,Brand Bro!
407,363,False,2017,Super
408,1497,True,2021,Perfect Perfect Perfect
409,2022,True,2023,Adidas outlet
410,93,True,2020,biggest adidas store..
411,1483,False,2020,Adidas is the best.
412,446,True,2020,Comfortable
413,1362,True,2019,Outlet
414,1687,False,2018,Shopping  *-*
415,1910,True,2018,Soper Store
416,1970,True,2020,Main Adidas outlet
417,990,False,2020,Dream Store
418,643,True,2019,Superstore
419,661,True,2018,Outlet Center
420,537,False,2024,"Always worth a visit, you can almost always find something you need and can buy. Nice service at the checkout."
421,2019,True,2023,"Adidas❣️
Great store, there are plenty of parking spaces. I recommend parking in the basement parking garage so that the car stays cool. Of course free of charge 😊 …"
422,1153,False,2024,"Excellent store, with a wide variety of products and good discounts.

It has areas for children, such as a mini cinema, video game machines and a coloring space."
423,1109,True,2024,"Very expensive for an outlet, supply has decreased significantly in recent years.
Things are actually cheaper in your own web store, so why should you go to the outlet?"
424,1433,True,2024,"Really great customer service. Although there isn't a huge selection of products in the brand store, there is even more of a selection in the outlet. Children are also kept busy during their visit by a small cinema corner."
425,1902,True,2023,"You can come across very cheap products, but you have to spend hours in the store to do this. There is so much variety. Children's products are also very diverse. There are mini areas where children can spend time. Fun for children, comfortable shopping for parents 😊 …"
426,680,True,2023,Every time we go we find shoes at affordable prices. Sometimes I even bought shoes for my children for 8 euros. I come over every month. The last time I bought a Superstar was for 17 euros.
427,629,False,2023,"This is what an Adidas shoe looks like after 1 year. The “Porsche design” cost a lot of money and is now going in the trash! I used to walk around with Adidas shoes for years, but today this company only produces garbage. These were definitely my last Adidas shoes!"
428,1283,True,2023,"This Zentrum for Adidas- and Reebok-Sports products, in which all are found, was found in Ausübung Ihres Lieblingsports benötigen, and in them they are große Rabatte auf Schuhe and Sportbekleidung gibt. There are many different types of …"
429,2176,True,2024,"Great store, great selection. You can find everything for every taste, color and budget."
430,843,True,2022,"The store is very large and has a wide range of products, especially when it comes to shoes. Of course, it depends on the day and time whether and what you find for yourself. The weekend and the holiday season should be avoided as it is …"
431,91,True,2023,"I'm glad I visited this place in Nurnberg, the prices are very good. Let me explain with examples. A shoe that costs 2,000₺ in Turkey is 110€ in normal Adidas stores here, but here it is 45€, and with a 20% discount when you sign up from …"
432,1612,True,2023,"Very good outlet
You can always find something good, prices are appropriate too, you just have to look carefully, …"
433,1205,True,2023,"The Adidas outlet in Herzogenaurach was disappointing. It was always crowded, making shopping a stressful experience. I also found that the range wasn't particularly appealing and there weren't as nice things as I expected. Even though the …"
434,1458,True,2024,"Insane selection, and if you're lucky you'll get a bargain or two"
435,1848,True,2024,"Well stocked but outrageously expensive. I would have expected bargains in the store too, but there are no discounts here. So you don't have to go there."
436,458,False,2024,"Been here for the first time in years. I used to always stop at Adidas when I drove towards Munich. I haven't driven the A3 in recent years. Now I was here again. I am a fan of Adidas. Shoes, outfit even the suitcase and the bag. The …"
437,421,False,2023,"Many articles. No matter whether for men, women or children. Unfortunately few sizes available more S and M than anything else. You really have to be lucky. Free parking. Sometimes really overcrowded. It's best to come by during the week."
438,2025,False,2023,"Lots of people on Saturday. Parking is difficult to find, almost everything is occupied. There is also a crowd in the store. Offers very good. But all discontinued models. I think it's better to visit over the week."
439,690,False,2023,"The shopping experience wasn't bad and there was nothing to complain about. But when we wanted to complain about something just a few days later, we were treated politely but absolutely dismissively. For me, this means I will definitely never buy anything from Adidas again. By the way, we bought it for almost €1000."
440,1832,True,2023,"Really cool shop. Only it's all in English, which shouldn't be the case. After all, it's a German company. But really cheaper than anywhere else. 👌 …"
441,907,True,2020,"I've never left empty-handed so far :-)

This is a very good outlet where you can really get some real bargains! …"
442,552,True,2023,"First of all, I would like to share that the prices are very good."
443,1278,True,2023,Somehow the range gets worse every year. Prices high. But inside it is very spacious and large. Lots of cash registers that were also open. Unfortunately for me personally it was still a disappointment.
444,216,False,2024,I have ordered here several times and have always been satisfied and if something doesn't fit you can always return or exchange it
445,759,True,2024,Very good offers.
446,1041,True,2024,I was a bit overwhelmed by the sheer volume of things on offer. In the end it wasn't any fun having to wait for hours at the few changing rooms.
447,1589,False,2023,"Unfortunately, dogs are no longer allowed. We were only allowed in without one. It was too warm... so we went again"
