unique_id,customer_id,local_guide,date_year,text
62,206,False,2023,"Excellent store, low prices - high quality, good sellers, always helpful 👍 …"
63,97,True,2023,"Best prices!!!
Bought 2 pairs of Adidas Coppa sense1 and sense4 shoes today
The sense1 for 35 € and the sense4 for 25 € are top 👍👍👍 …"
64,113,True,2023,"Very friendly staff. The advice was great. Lots of good items and offers. Priced like the online shop, at least for the items I was looking for. It's worth a visit."
65,176,True,2023,"A lot of junk at overpriced prices, no ambience, there are much nicer things online and since there is no longer an Adidas shop in Munich, it's just weak
Wrong decision to “emigrate” to Brunnthal …"
66,27,True,2023,"Lots of choice, good prices."
67,95,True,2023,"You will find good prices on some products.
But it could have more variety"
68,106,False,2022,Selling poor quality and not taking the goods back. Socks only lasted 1-2 days before they already had holes. I didn't buy a disposable product!!! I'll never buy there again. Apparently this is B stock.
69,123,False,2023,The staff is super friendly and always helpful. If you go there without a shoe desire you will always find something!
70,63,True,2022,"Great shop, great prices!
The danger... you rarely go out without buying something! 😀
Good quality what you can expect from Adidas and Reebok! …"
71,80,False,2022,I bought a pair of sports sneakers today and the lady named E. gave me very friendly advice that tailored to my needs. It's not common for saleswomen to take the time they need these days with all the hectic pace. In the end it was a good bargain too. I will always make a detour there.
72,182,True,2023,"Here you can find beautiful shoes, acceptable price and quality"
73,109,True,2023,Nothing special. Only M and S sizes are on sale because they don't sell the rest there obviously and with the fact that the prices are not at all the prices of outlets in other countries. It is too expensive and of poor quality
74,35,True,2024,Unfortunately not all sports are represented.
75,30,False,2022,"Discrimination at its best! First a very friendly employee checked my mask certificate, well okay... His colleague then said I needed a pcr test to be able to shop... Thanks for NOTHING!!! Never again!!!"
76,152,True,2024,Great prices.
77,154,True,2023,Clean and tidy. The staff was friendly and helpful. I got what I wanted at a good price.
78,17,False,2023,"Very nice outlet, lots of selection. The woman at the checkout deserves a raise, is extremely friendly and makes you want to come back straight away"
79,132,True,2024,Just too small and crammed
80,196,True,2023,"Far too expensive, almost as expensive as in other stores. You have to be lucky when there are offers."
81,56,True,2023,I like it there. Cheaper than online. Returns also work great.
82,31,False,2022,It's a shame that you even have to give one star! Only the lady at the entrance deserved 5 stars. …
83,29,False,2023,A very nice and friendly shop. Big and small feel at home there.
84,73,True,2023,Horror! Far too few staff and those who are there just stand around lazily in the corner and chat with friends
85,87,False,2023,Small but OK.
86,160,False,2022,Absolutely great: I received very good advice and the young saleswoman at the checkout took the time to briefly show me the Adidas app and then get me the 20% voucher. I also looked for another T-shirt in my size. I haven't received such …
87,32,False,2023,Great store. Can shop well and get some bargains.
88,20,True,2022,"A good address for all kinds of sports clothing. Since it is an outlet, the prices are also very moderate. However, not all sizes are always available. Sellers are very nice and give good advice. My first choice for running shoes"
89,147,False,2022,What nonsense is going on here. The entire store is empty as you can see from the outside but you won't be allowed in because you don't have an online ticket. …
90,115,False,2022,"Great store with even greater staff. We were delighted with the politeness and service of the cheerful staff. Thank you very much, we'll be happy to come back."
91,178,False,2022,"Hello everyone,
Today I was with my two boys and wanted to buy something.
There was this woman in the entrance I showed my vaccination and ID card. She …"
92,127,True,2022,"Clean, neatly sorted and friendly staff. As expected. Unfortunately the selection wasn't good enough for us to buy anything."
93,41,False,2023,Very nice sellers! Still in a good mood in the afternoon! Large selection! Always my pleasure!
94,79,True,2023,"Very nice, tidy shop. The prices are ok. Large selection of clothing for women, men, children. Friendly and helpful staff."
95,12,True,2022,"Appointments have to be made precisely because of Corona, but the employees can't do anything about it. Usually very good selection, great prices and everyone is very nice and helpful."
96,4,True,2022,"Hello everyone.
I bought a few shoes that I had to complain about after a few weeks because one shoe was really tight. Even though I had worn the shoes, the Adidas store …"
97,13,True,2022,"Loading was okay, we were hoping for a little more, but we had the same problem as Herzogenaurach...the sizes!!! Well...at least I picked up a nice sweat jacket for the kid. Maybe one more point. On the subject of socks, almost all of them …"
98,62,True,2023,My absolute favorite shop. Always find something. The staff is super cool and the store is clean and tidy.
99,43,False,2022,"Since my husband is not the athletically slim type, we looked for sports pants and T-shirts and indoor shoes for his rehabilitation and found what we were looking for in XL. And all of this in one store - simply brilliant! Plus 20% off your first purchase if you download the app. Absolute recommendation for all ages!"
100,40,False,2023,You can save money here
101,180,False,2023,Of course there is a large selection but for people with small budgets it is not possible to shop there.
102,172,True,2023,"Mega prices, unfortunately not in size 48."
103,149,True,2023,I like to go there. You can find really good things there at great prices!!
104,171,False,2023,"Contrary to my expectations, there were no umbrellas, but there were shoes at top prices."
105,129,False,2023,It's worth looking at... the product range is very rich
106,164,False,2023,"Unfortunately only small sizes for shoes and also for jackets, pants, T-shirts and sweatshirts."
107,157,True,2023,"We were very positively surprised, really nice service"
108,140,True,2023,Nike store was fresh dynamic and full of life. Unfortunately you can't say anything about Adidas here. A pity.
109,54,False,2021,"If I could give 0 stars, you would have deserved this:
Online appointment booking due to Covid-19:
It's unbelievable that you first have to download the app to book an …"
110,119,True,2023,"Cool shop, nice people, big parking lot
Unfortunately there was nothing for me..."
111,105,True,2023,"Adidas sports clothes at outlet prices. Depending on what you need and what you have available, you can get one or two bargains. Good selection of sports shoes and trendy sneakers if you like the design."
112,0,True,2022,Good choice. Sometimes you can get really good bargains. Enough parking spaces available.
113,203,True,2022,Entry for a short time and shock prices are still affordable. But the main thing is yet to come. I found Reebok sneakers for 16 euros. I had a great time with the purchase. I'm coming again in a couple of months. Thank you.
114,133,True,2023,Friendly staff. Clearly sorted. But I'd rather buy Nike from my neighbor. He often has special offers outside of holiday periods
115,100,True,2022,Cheap prices and nice employees. The range isn't the largest but you can still find something suitable
116,55,True,2021,"DANGER !!! Hands off !!!
Bought an original Adidas sweatshirt on Saturday. At home it was washed according to the instructions and the L became S to M. So much for the quality of the …"
117,101,True,2023,"Good offers and friendly, courteous staff."
118,52,True,2021,"Quite a nice outlet that, after a long time, followed suit with the American competition across the street. In my opinion, the pricing and, above all, the friendliness could also be imitated."
119,2,True,2023,I got some really good deals
120,158,True,2022,"nice, large store with great sportswear from Adidas and Reebok! You can get a bargain there. What I personally miss is the Terrex corner 🤪 …"
121,69,False,2023,"Always have good bargains, I bought sports shoes and training pants.
Staff is very friendly and accommodating."
122,85,True,2022,"Was there for the first time. Was positively surprised by the store itself and the range. However, shoes in 45/46 are relatively rare."
123,37,True,2022,Large assortment. Prices reasonable. But you can also find offers at top prices.
124,88,True,2022,Good selection at fair prices...and nice staff. Everyone will find something here.
125,183,True,2022,"This is an outlet: good prices but not all sizes.
The staff are very helpful."
126,141,True,2023,"Well, there are better stores"
127,155,True,2022,"Always a bargain. As in all the outlets, you have to see what is there, but something always works."
128,76,True,2023,Recommended if you want to save money.
129,78,True,2023,Nice outlet. There are always good offers.
130,168,True,2022,Coronavirus time customers must make an appointment online and are only allowed 30 minutes of shopping.
131,83,True,2022,"Good selection, nice sellers and often bargains."
132,9,False,2022,"Very unfriendly and unhelpful staff, I've had this experience several times now!"
133,44,True,2023,"Large selection of sportswear and shoes.
Friendly staff"
134,5,False,2023,I recommend ! Top prices and range. 100% service
135,77,True,2023,"What can you say, the quality and prices are just right"
136,66,True,2023,"Unfortunately only outlet 😢 and no men's sizes in 3 or more XL sizes, a shame and staff not interested …"
137,34,False,2023,"Simply always cool things, the only thing that's always missing when it comes to shoes are the top-notch ones."
138,86,False,2022,"I like adidas, unfortunately there isn't that much selection, hence only four stars. Apart from that good"
139,50,False,2022,Currently more of a Reebok store. Very football-focused in the men's department. The sizes are generally very varied.
140,8,True,2023,Quite a nice outlet store. Friendly staff.
141,142,True,2023,"Nothing found, but it fits. Could be better"
142,57,True,2022,"Well, I don't think so, there are more online at a better price"
143,136,True,2023,Class!!
144,165,False,2022,"Super nice staff, helpful friendly nice shop, good selection, good prices"
145,81,False,2022,I finally found sneaker socks in my size. Nice salesmen and saleswomen
146,28,True,2023,Good store lots of things and a lot marked down.👍✌ …
147,3,True,2023,"Lots of good offers, great items, great service"
148,48,True,2022,"Shoe selection not great, but prices are OK..."
149,39,True,2023,Very small and very little selection
150,134,True,2022,"A cash register open, huge queues and the prices are only partially attractive."
151,26,False,2023,Product variety is low
152,89,False,2023,Very friendly and great selection 👍🏻🙂 …
153,14,True,2023,The employees are very friendly and accommodating.
154,61,True,2023,"Nice shop, no outlet prices"
155,161,False,2021,"Cool store, large selection, mega sales team! The store is worth every star!"
156,46,True,2023,It's great...
157,207,False,2023,There is nothing interesting 🙁 …
158,99,True,2023,Always interesting bargains
159,121,True,2023,Unfortunately the selection is relatively small
160,65,True,2023,"Great Adidas outlet, on the outskirts of Munich"
161,148,True,2023,Good selection and prices
162,166,True,2023,Great prices and selection of sports equipment 👍❤️ …
163,173,True,2022,"Always worth a visit, I usually find something..."
164,124,True,2022,Nice shop and good prices
165,33,False,2023,Very nice advice
166,186,True,2022,I would have imagined more bargains under outlet
167,111,True,2022,Excellent prices. Better than Nike
168,185,True,2022,Unfortunately only sizes up to L rarely see XL
169,59,True,2023,I got some good deals
170,184,False,2023,Always good bargains
171,189,True,2023,Could also have more large sizes
172,107,True,2023,Very good advice. Gladly again..
173,74,True,2022,Great store at good prices
174,175,True,2023,Super friendly staff. Some bargains made.
175,170,True,2022,Very good prices
176,71,True,2022,"Excellent outlet, super discounted prices"
177,36,True,2022,Nice store good deals
178,151,True,2023,very friendly staff
179,93,True,2024,super top
180,103,True,2022,"Better than in Ingolstadt
More baby things, great"
181,192,True,2023,Nothing from Juve...
182,6,False,2022,"Goods top
Unfortunately advice flopped"
183,199,False,2022,Everything worked out great
184,18,False,2023,Very friendly staff
185,72,True,2022,Lovely again
186,114,True,2022,Bargain market with a good selection.
187,204,True,2023,I expected more variety
188,96,True,2023,Before
189,42,False,2023,Great store
190,64,True,2022,Good prices
191,45,True,2022,great selection and good prices
192,194,False,2022,affordable prices
193,153,False,2022,Bad selection
194,25,False,2021,Great deals and a great sales team!
195,200,True,2023,very friendly staff
196,70,False,2022,Good charging
197,24,False,2021,Too sick store 😼👌🏾 …
198,126,False,2022,👍 …
199,135,True,2023,Good
200,130,True,2022,Nice sellers!
201,51,True,2023,❤️❤️
202,144,False,2021,Very nice
203,82,True,2022,
204,128,False,2023,👍 …
205,202,True,2022,Fits
206,10,False,2021,Very friendly staff
207,102,True,2023,👍 …
208,193,False,2022,👍🏻👍🏻👍🏻 …
209,60,False,2021,Nice outlet
